fiscalYear;period;catAccountingView;catFinancialView;revenue;otherIncome;grossMargin;operatingExpenses;operatingProfit;FinancialResult;EarningsBeforeTax;nonRecurringResult;netProfit
2016;201612;Produits;Exceptionnel;885071.3;14157.37;183780.55;215694.7;53744.27;16897.02;56574.18;2134.37;240446.51
2016;201604;Charges;Financier;766418.76;10575.91;209052.03;289503.1;174826.53;13110.51;225572.16;4645.53;41249.5
2019;201904;Charges;Opérationnel;722270.47;45543.09;130129.07;185019.64;232837.21;4624.81;209610.06;2878.64;181718.2
2023;202301;Charges;Non opérationnel;944692.34;9087.36;253522.45;100589.98;136568.66;4335.43;293472.14;6386.56;186940.83
2015;201511;Trésorerie;Non opérationnel;765497.38;43272.13;102868.97;138838.24;165812.0;19805.19;211812.57;4450.11;245870.38
2021;202109;Trésorerie;Financier;570214.62;23894.76;424417.71;83304.49;325266.49;-1030.72;190835.42;14584.59;105038.59
2024;202405;Immobilisations;Non opérationnel;740288.55;15645.02;139155.16;235287.55;202585.8;-6194.43;143240.85;2049.99;221145.35
2022;202206;Produits;Financier;713224.24;44317.58;393636.46;264619.42;16906.98;10227.8;179672.93;3685.62;219401.73
2015;201508;Trésorerie;Financier;537491.97;13171.74;195008.47;170981.13;324413.62;16824.12;81712.74;4141.99;220384.87
2024;202401;Trésorerie;Financier;526684.22;7911.72;318326.32;183715.03;175036.12;6992.82;111564.43;2091.79;40849.98
2019;201910;Charges;Financier;665298.23;27128.68;136288.32;35550.52;66636.41;-4472.1;171558.09;1798.86;49404.4
2022;202209;Charges;Opérationnel;750499.7;12655.2;308149.83;218271.8;178097.6;17548.09;188669.83;14419.07;218454.52
2021;202106;Produits;Exceptionnel;766244.32;24596.53;273374.19;102874.16;269168.77;-6135.5;66061.28;12705.96;169939.36
2016;201608;Charges;Exceptionnel;976044.92;40602.15;222127.3;113659.12;274768.15;15003.15;39463.38;-4483.12;104428.1
2016;201609;Immobilisations;Financier;479690.58;20081.28;267800.81;112245.91;334700.81;5774.73;231435.34;13370.86;117893.67
2020;202005;Immobilisations;Financier;103298.77;19673.33;337710.58;269876.12;43233.8;10479.26;89953.11;10724.34;11493.4
2017;201702;Trésorerie;Non opérationnel;874747.56;29906.45;318006.88;283008.17;336845.75;171.48;234879.23;-2496.08;56303.81
2015;201509;Produits;Financier;494157.73;29487.4;256321.32;184038.96;64481.35;-1680.91;218772.71;-1181.08;82986.86
2021;202107;Produits;Non opérationnel;378116.34;27135.26;208349.06;249391.81;268560.44;6369.7;149122.41;6443.65;194460.0
2024;202409;Produits;Financier;486634.88;11758.18;369084.33;157196.59;389301.53;17109.22;24145.97;3482.48;77684.59
2017;201707;Charges;Opérationnel;300017.17;40616.77;275222.59;39952.37;307957.95;7443.18;66916.32;2339.19;129782.72
2015;201507;Produits;Non opérationnel;919850.12;42028.17;68594.99;282662.07;343226.05;-2484.24;57594.06;3398.64;81718.3
2017;201709;Charges;Exceptionnel;729079.45;48885.29;267170.49;58324.9;48212.48;3563.11;15239.27;-3642.45;35876.37
2022;202202;Produits;Opérationnel;312150.66;7550.24;498363.77;193805.01;209122.34;15801.01;81894.21;4655.87;245452.28
2018;201807;Immobilisations;Opérationnel;837129.5;4541.25;261710.23;266353.21;209548.41;-2508.01;50108.68;12468.76;61333.64
2018;201802;Produits;Financier;782585.17;19999.5;50279.09;115257.94;164532.32;-7130.65;184523.78;11111.66;185313.72
2015;201509;Produits;Exceptionnel;961454.69;11478.56;167346.44;230275.48;369535.23;-2499.66;103668.32;2295.02;33062.02
2020;202011;Charges;Non opérationnel;819907.91;19741.76;221290.44;99312.88;134071.95;13827.42;275210.19;9588.92;46297.13
2017;201708;Trésorerie;Opérationnel;744309.25;24639.96;468825.15;29379.42;361568.47;-8967.53;66649.05;2045.06;167715.94
2021;202103;Immobilisations;Opérationnel;663058.29;14957.95;413225.96;115896.87;62386.06;1837.14;137213.48;1143.6;125786.65
2018;201804;Produits;Exceptionnel;673396.53;23443.48;267303.54;258803.84;330454.49;1262.1;264650.25;2711.02;46463.08
2015;201503;Produits;Exceptionnel;888719.73;25724.27;440329.83;97926.17;353397.43;-4662.04;192925.56;11781.08;29096.09
2016;201605;Charges;Exceptionnel;639827.85;36871.31;370210.35;181641.37;250510.75;16682.4;156289.41;3882.61;53391.2
2023;202309;Trésorerie;Exceptionnel;330808.35;16812.35;370573.12;222154.92;150840.93;4075.68;269009.88;5651.04;249511.91
2018;201806;Immobilisations;Financier;936505.29;27778.35;111467.37;150802.15;297642.51;5325.42;166711.89;5388.47;202612.29
2020;202008;Charges;Financier;952547.52;1029.61;284713.64;93868.12;365728.26;17247.28;31601.41;13014.56;10846.76
2020;202002;Trésorerie;Financier;444301.47;33334.92;324983.58;72911.57;168514.68;-7728.84;36397.77;3999.0;171481.53
2018;201805;Produits;Non opérationnel;587580.11;2640.4;180696.65;120999.47;214426.6;16945.11;115052.24;-898.09;237702.5
2024;202406;Trésorerie;Financier;838766.5;16823.49;75253.94;219065.72;228482.99;13049.32;157779.4;-1204.06;62756.21
2023;202309;Charges;Financier;437612.89;1173.97;243346.04;228067.31;169105.57;-8131.51;129916.93;13777.66;145280.35
2020;202012;Immobilisations;Exceptionnel;241881.87;2344.17;68569.26;173739.75;43760.65;13822.41;173208.86;6047.86;126926.35
2016;201607;Trésorerie;Exceptionnel;715690.73;11088.69;464666.3;121103.65;67081.99;-5748.36;277585.55;3277.42;227281.31
2018;201811;Charges;Opérationnel;344067.75;48057.94;270103.9;136038.46;206914.81;19359.83;241115.64;2633.48;217785.05
2017;201710;Charges;Non opérationnel;614442.26;46259.14;417740.01;297541.57;139976.32;2893.32;18625.63;-3415.07;217180.88
2023;202308;Produits;Exceptionnel;737311.69;15514.59;149947.28;41015.86;340316.01;-4393.62;250129.83;1139.08;223016.77
2023;202301;Charges;Non opérationnel;948003.45;22332.78;175812.6;145228.78;340108.28;-1855.08;172247.17;-2095.21;216365.94
2022;202211;Charges;Opérationnel;946302.26;29999.62;230780.48;61284.32;233610.67;4957.37;31133.98;7577.8;71257.97
2022;202206;Charges;Non opérationnel;660537.31;12196.04;94922.5;222981.31;94029.79;-6058.38;191761.17;1985.69;235703.64
2017;201710;Charges;Exceptionnel;861146.58;10868.32;182948.71;234394.78;387742.12;13640.15;49046.94;4551.02;232065.09
2021;202110;Produits;Exceptionnel;907251.75;35075.79;415111.48;145156.98;129363.3;15941.89;157628.56;10031.71;49671.17
2018;201809;Produits;Exceptionnel;339578.82;33724.2;226305.04;243341.3;35131.99;8495.19;51192.16;8168.39;168873.33
2023;202306;Immobilisations;Exceptionnel;919134.19;2905.45;179230.64;87691.86;226695.47;6192.99;159394.34;12662.94;104702.85
2023;202312;Trésorerie;Financier;425967.48;49971.76;272203.74;219504.1;34008.09;11337.17;229908.38;6436.78;225527.2
2020;202008;Produits;Opérationnel;625878.12;21033.42;188258.45;271212.3;133398.57;2484.68;120757.21;11661.51;248361.74
2021;202111;Immobilisations;Non opérationnel;851533.74;29489.52;278606.79;283267.6;382634.17;-768.37;214768.38;12033.27;80463.79
2022;202210;Produits;Exceptionnel;152337.03;41402.6;456972.4;262945.66;302738.7;-2210.12;252860.98;2456.65;37213.28
2015;201502;Trésorerie;Non opérationnel;680786.99;48316.93;101120.93;197527.03;12411.59;19695.14;277347.71;-2529.85;199831.8
2016;201609;Produits;Opérationnel;779736.91;44461.53;422860.95;79446.24;75930.5;4580.16;232971.74;-1945.68;242771.2
2022;202206;Trésorerie;Opérationnel;798182.55;12470.92;72444.49;112679.46;314115.95;-1650.65;148859.81;4212.71;195434.09
2022;202205;Charges;Financier;551871.08;41041.56;193985.38;101069.11;87246.38;-4071.0;119293.85;9136.12;82003.42
2023;202302;Immobilisations;Non opérationnel;581440.43;31991.24;146249.42;228780.21;94621.85;12436.25;206455.11;-4861.07;42928.27
2020;202005;Produits;Financier;718554.18;27549.18;357380.76;114645.8;184554.13;17671.1;103171.3;-4822.48;9369.72
2016;201608;Charges;Exceptionnel;632800.38;13928.64;99653.27;108686.92;180782.07;2941.43;271631.16;12428.53;249187.72
2024;202411;Trésorerie;Opérationnel;596597.98;31696.82;281103.55;36739.6;78740.82;-6911.97;280600.95;1585.2;142692.24
2020;202010;Trésorerie;Non opérationnel;182665.43;49837.57;232824.53;82005.15;303005.41;19469.03;297368.4;-950.14;5070.52
2017;201712;Produits;Opérationnel;646610.35;15408.69;137791.9;185265.5;197604.65;8329.22;100057.31;7140.22;84451.26
2020;202001;Charges;Financier;507601.67;13474.76;209631.96;253994.09;84695.98;5582.04;268532.19;-3297.19;224799.2
2022;202204;Charges;Exceptionnel;681289.61;41153.34;380197.18;198021.0;53787.65;-2782.87;263559.77;4408.81;183357.4
2017;201712;Produits;Exceptionnel;929654.48;13162.03;172048.22;71569.12;167226.0;3624.26;45775.34;9963.39;62981.42
2017;201707;Immobilisations;Financier;616360.36;35568.19;261609.32;166284.99;40287.95;9833.63;129369.58;9467.02;51310.82
2020;202008;Produits;Opérationnel;790954.81;19179.7;167894.66;127021.81;104667.78;4875.62;137577.42;-328.86;161463.65
2024;202403;Immobilisations;Opérationnel;848238.18;20829.59;86454.81;223677.63;157854.33;3343.77;50665.95;9508.8;120743.94
2021;202107;Immobilisations;Financier;526407.0;32237.5;392287.22;247176.96;171423.7;1236.5;192637.13;-309.98;12193.18
2015;201512;Charges;Financier;590713.44;28321.03;107572.17;190346.11;348384.77;-9250.67;24124.81;1431.74;52034.2
2018;201811;Charges;Exceptionnel;844675.74;1715.47;363432.45;136525.22;205236.05;-499.55;49150.08;-4499.4;206366.57
2016;201602;Charges;Exceptionnel;267953.13;32492.05;208393.31;73445.92;301718.84;8227.68;184216.28;7248.7;33911.8
2017;201703;Charges;Exceptionnel;589521.61;6766.55;200857.34;189684.29;81196.3;9322.43;33759.67;961.77;38564.68
2017;201702;Produits;Financier;365448.56;38874.05;83977.96;268577.13;143832.91;-6515.37;179685.43;-3166.82;170872.57
2017;201710;Immobilisations;Exceptionnel;568733.17;16371.72;259807.41;106710.47;198940.66;-1496.29;16879.88;13357.36;203065.44
2018;201809;Charges;Opérationnel;532932.94;37162.28;478294.47;195171.51;208086.04;337.38;33940.19;1976.56;225303.05
2015;201512;Trésorerie;Opérationnel;828477.49;11621.84;214230.31;180765.3;307512.42;3145.5;35062.56;7486.56;95566.36
2016;201602;Trésorerie;Opérationnel;554356.83;21880.82;140342.09;22048.26;306372.85;-452.81;68980.69;-2952.49;174338.42
2024;202404;Charges;Non opérationnel;141948.42;39114.57;405940.6;141219.7;271975.2;7008.37;146364.6;12538.26;87058.47
2017;201705;Immobilisations;Opérationnel;217370.68;41162.49;289942.3;34256.19;101296.76;-1499.83;64426.05;8263.07;198229.04
2020;202008;Trésorerie;Financier;687217.42;39765.4;425467.72;145225.1;98741.63;-9788.98;64945.19;14706.32;228179.38
2015;201504;Trésorerie;Exceptionnel;546786.27;46341.24;185341.77;275526.52;365791.0;17382.03;186402.51;11355.58;60027.39
2021;202111;Trésorerie;Exceptionnel;711590.78;11386.9;210905.61;151814.71;291688.02;14637.74;261389.41;4575.28;144885.36
2019;201901;Charges;Exceptionnel;185028.56;25809.43;296066.4;72557.86;42529.4;-7097.78;95555.54;14324.54;99360.18
2015;201509;Trésorerie;Opérationnel;150167.68;42953.3;212309.36;284091.14;397137.63;13856.36;58615.31;8408.57;96263.46
2016;201611;Immobilisations;Financier;702870.66;39652.25;403494.78;276839.59;108733.21;2447.23;237626.48;13214.22;132019.49
2021;202108;Produits;Financier;912222.93;25362.75;255576.47;25516.44;31875.0;3827.18;201796.27;3039.76;29827.94
2024;202402;Charges;Exceptionnel;602978.59;30162.0;186189.73;256716.97;246612.14;15474.66;10415.62;-4031.33;153638.11
2022;202205;Immobilisations;Opérationnel;664887.92;29784.8;374459.64;264243.03;273063.34;-2344.71;139616.87;-4571.78;147818.68
2015;201502;Immobilisations;Exceptionnel;762376.71;8270.9;440988.66;205081.79;178785.6;-8738.76;139440.29;4250.0;72847.15
2021;202104;Immobilisations;Financier;963133.05;9129.13;397028.98;111116.36;38540.63;1311.44;16669.62;5972.66;203975.13
2022;202205;Charges;Non opérationnel;966548.15;42043.7;180550.1;232428.15;94561.04;421.28;294585.86;13931.57;238342.39
2019;201910;Trésorerie;Non opérationnel;875747.29;9023.52;158865.94;140475.87;392175.78;-1858.49;291151.28;5924.71;224613.56
2024;202401;Immobilisations;Exceptionnel;851183.3;23547.52;88616.42;51974.69;193031.79;11242.41;54155.53;13806.5;175071.35
2016;201602;Charges;Exceptionnel;598327.99;1510.77;494359.1;106389.01;279341.91;-2856.38;196463.76;-3661.53;41920.18
2015;201504;Trésorerie;Opérationnel;850427.31;6010.98;211779.78;59513.35;133137.41;-1346.13;207423.86;11833.31;117564.56
2017;201709;Charges;Opérationnel;884128.11;49055.11;276331.47;224662.86;31377.09;11839.08;186322.99;10001.2;208090.84
2020;202003;Trésorerie;Opérationnel;797389.29;49895.45;309180.72;200555.28;152390.26;16089.24;264821.22;1755.68;240336.82
2020;202012;Immobilisations;Exceptionnel;761410.1;25485.93;237874.64;256238.23;307036.46;4079.95;190314.58;-4515.97;71862.06
2022;202204;Charges;Financier;792500.02;27086.27;420529.41;266168.1;322319.09;19919.7;286558.69;-813.88;174797.55
2015;201503;Produits;Financier;928306.6;16698.97;152055.2;180070.64;18795.92;13231.17;132836.79;6552.6;126009.96
2017;201702;Charges;Opérationnel;483533.71;26788.95;407109.94;174649.85;308556.16;18747.14;84418.17;12218.11;220811.47
2015;201505;Produits;Financier;169091.47;14519.79;444983.84;145605.47;273151.38;1468.12;22930.06;2880.6;6657.73
2023;202302;Trésorerie;Exceptionnel;133612.88;24477.6;402437.92;52319.56;116030.53;15861.29;201193.95;-633.5;12926.61
2015;201512;Charges;Non opérationnel;543025.82;1820.38;373142.8;269591.93;163612.05;-6844.81;20192.11;-313.55;83321.81
2021;202110;Immobilisations;Exceptionnel;979951.67;48582.87;419134.7;110192.77;64318.72;12551.51;274184.53;2106.11;71187.28
2017;201706;Produits;Financier;382040.87;33148.75;50409.17;130439.05;135616.17;-6637.96;64401.94;9273.81;21135.38
2021;202101;Produits;Financier;774349.98;11755.22;331054.38;122596.89;227212.24;8038.88;131577.95;-3490.52;192229.01
2023;202306;Trésorerie;Non opérationnel;688928.29;40836.87;105065.85;42995.02;308461.86;7556.09;16482.4;-1562.66;169682.92
2016;201612;Immobilisations;Financier;363386.17;1745.32;52911.46;145987.14;94444.83;-9930.94;110369.61;-1761.42;116269.16
2016;201608;Charges;Exceptionnel;187192.93;11794.41;442090.03;95466.27;262768.24;12250.86;78428.59;-4778.01;77336.38
2015;201512;Trésorerie;Non opérationnel;800724.21;25402.73;158690.78;220157.55;62734.37;89.38;266387.28;-287.26;159760.71
2021;202110;Charges;Non opérationnel;672744.64;4983.5;53362.59;21105.67;389195.5;4907.4;229556.63;6263.46;59948.09
2019;201905;Immobilisations;Financier;668711.94;9208.81;270879.1;94071.9;277906.86;5589.12;11853.81;11703.41;195285.49
2019;201909;Produits;Financier;400801.82;25971.22;484566.54;110306.59;390390.48;-6557.19;137429.46;7392.77;211159.93
2015;201508;Produits;Opérationnel;967112.03;26838.05;107435.09;28203.23;209261.16;6012.15;75550.44;-1034.79;45027.17
2021;202102;Trésorerie;Financier;932912.19;37763.95;217415.19;298309.96;365361.25;-2664.87;27092.91;13888.87;148483.8
2020;202006;Produits;Exceptionnel;991251.99;4128.25;494035.22;23247.96;151643.23;11352.02;101510.21;2579.61;209210.53
2023;202301;Charges;Financier;976609.35;4606.3;98957.82;281065.5;107754.88;3297.63;217472.97;683.02;110119.36
2022;202203;Immobilisations;Exceptionnel;947637.01;1612.37;341610.15;261121.3;57007.95;-3804.12;61484.52;5432.25;68153.37
2018;201808;Charges;Financier;682192.35;13195.1;453713.27;257580.04;33855.17;18330.01;126133.65;3279.94;54828.39
2024;202401;Charges;Exceptionnel;215561.64;37211.47;418161.24;281106.24;188930.45;2333.11;80821.53;14031.91;22836.4
2022;202208;Trésorerie;Exceptionnel;180422.35;34918.35;291685.85;33192.13;337388.73;14207.21;114090.87;-1834.6;183482.28
2023;202305;Immobilisations;Opérationnel;594345.01;39486.67;50431.71;109795.7;277182.13;4202.44;227314.57;9443.48;139483.89
2021;202108;Immobilisations;Non opérationnel;724730.15;4452.17;445492.56;44539.11;367452.2;18376.26;98250.24;6049.32;125166.76
2015;201505;Produits;Opérationnel;179181.53;28974.86;335971.7;186497.92;254445.83;5793.15;183377.48;11255.53;124999.48
2018;201809;Produits;Financier;193705.04;31391.48;327981.43;221564.17;95939.54;15532.25;198121.13;6623.21;92501.03
2022;202208;Trésorerie;Opérationnel;627259.96;26784.52;257769.13;253102.58;29405.5;13072.1;125668.29;13922.26;75316.76
2020;202001;Trésorerie;Opérationnel;772110.73;45488.74;264109.13;258297.74;292325.77;-5541.96;288229.36;1441.59;130429.29
2022;202210;Immobilisations;Exceptionnel;324371.54;42880.74;121206.29;246984.8;113433.97;-2227.72;90914.08;7956.59;142738.57
2020;202010;Immobilisations;Financier;929726.76;45600.17;58525.61;192479.29;340154.83;-811.67;183981.5;10136.97;190229.23
2021;202108;Charges;Non opérationnel;486629.87;42467.25;124817.1;251626.91;268422.79;7921.97;299704.2;1413.28;41162.8
2015;201504;Charges;Non opérationnel;233348.98;26601.64;256608.17;137090.14;375237.87;19207.09;296830.09;7226.15;175803.75
2020;202008;Immobilisations;Financier;913686.98;28091.67;395050.18;59843.35;390985.92;17424.03;249169.63;6288.32;228524.18
2021;202101;Charges;Non opérationnel;875266.05;43053.68;236075.6;207421.2;394390.49;6015.59;269516.99;-2377.47;179362.34
2018;201812;Produits;Non opérationnel;892190.04;49435.41;308318.64;298416.02;118220.25;-9406.9;100168.1;-4548.29;122732.85
2024;202405;Produits;Non opérationnel;553844.32;45642.73;182302.12;202827.57;304916.57;17509.12;165295.79;1367.72;24975.24
2021;202109;Trésorerie;Exceptionnel;264356.47;46694.65;314248.1;87807.89;98491.4;3438.81;67224.1;4374.01;102459.56
2018;201811;Charges;Opérationnel;891996.98;10960.13;284551.84;100350.48;62322.4;11163.33;117186.03;-4674.02;23832.17
2017;201711;Trésorerie;Exceptionnel;590188.82;1411.96;344421.45;20648.08;325766.49;-6530.71;74427.69;-163.68;28930.6
2021;202106;Immobilisations;Non opérationnel;475737.6;2547.0;270403.34;140116.92;325744.8;19239.41;43170.53;4837.35;75511.39
2015;201507;Produits;Non opérationnel;365974.14;43146.39;318107.8;297399.18;342934.22;10881.51;263327.63;-4224.66;44834.43
2015;201507;Charges;Financier;590892.2;19847.86;151523.54;132382.0;176827.98;16027.58;227099.4;13502.27;116472.37
2021;202101;Produits;Non opérationnel;520879.54;9761.93;169459.42;179612.47;208955.56;-3979.12;210139.18;2827.57;165378.29
2020;202004;Produits;Non opérationnel;333060.55;6636.2;281741.26;249268.72;223837.32;5187.42;34467.91;10301.27;235476.75
2023;202311;Trésorerie;Opérationnel;408266.14;8314.73;130589.39;94729.36;187150.53;15869.83;269171.39;6463.66;86836.64
2018;201809;Trésorerie;Non opérationnel;757262.57;21660.0;316797.24;100810.43;262960.96;-8539.95;238648.58;-1526.89;129718.45
2022;202207;Immobilisations;Financier;581712.31;18103.54;157006.84;189847.28;164049.34;-178.17;137093.22;-335.64;135522.91
2018;201804;Produits;Non opérationnel;796615.77;49115.65;65692.43;155886.88;325293.98;9685.7;20021.97;14808.9;242913.99
2022;202204;Immobilisations;Opérationnel;716370.72;48868.21;345742.9;275082.63;339944.81;2868.3;183927.89;10738.84;31198.61
2018;201812;Produits;Financier;206384.65;36062.07;311022.42;107837.45;333131.98;-3145.42;58664.64;-4588.0;210190.92
2020;202011;Charges;Non opérationnel;657591.84;37598.44;300313.36;214351.7;238670.8;-5305.22;282769.89;5040.48;171103.06
